33	Mitchell	Holly	64	lZ5SEmNPh-U	1589	1596	I think so. Let's do all three cuz I'm sure the folks who are lined up want to probably touch on all three issues, so we'll do public comment all at once. So keep rolling.
34	Bloom	Richard	2	FoNfxHNdVgI	346	369	Our next hearing is going to be on April 15th, and again I encourage you to bring your cap and trade issues with you then. And with that, I would like to ask if any of the members here on the dais have any comments they would like to add. Welcome Mr. Williams, thanks for being here and I would now like to ask our first two speakers to step forward.
35	Gonzalez	Lorena	53	23L8yaBtAnI	148	173	I know as I start talking about this, I got an email from a woman in my district, her name was Maria and she said that this year this year her mother would have to leave at 6:00 AM because KMart decided the people may want to shop at that time and she was told that she wasn't sure what time should be let go to go home. No advanced schedule, no notice, minimum wage.
36	Block	Marty	59	Htnfsa9QnRM	2008	2021	And that's a great value, so to me it's not so much about parents having access to the information, as schools knowing that everybody has access to information, and they better clean up their act or clean up their vents at least.
37	Chau	Ed	116	2X-V6mACHAA	255	267	So there's a lot of kind of fireworks going on there as well. So I want to thank you for your work. And so if there are no further comments or questions, would you like to close?
38	Nazarian	Adrin	36	KzIfF7fCyGE	1978	2010	throughout the world banning some of the-- some of the services provided by these companies. And so, all this bill does is put in certain provisions that will ensure that the drivers that are being accepted into the program have gone through certain measures to ensure public safety.
39	Allen	Benjamin	70	DcIk90J9Qng	534	554	And I just wanted to sort of express my support for the comments made by, the gentleman just just now about the importance of libraries and making sure that the governor doesn't forget them, as you know, in the context of the negotiation. So whatever I can do to lend my support and help on that effort, I'd like to just make that very clear.
40	Berryhill	Tom	54	3CsrxcXxpcI	735	756	I'm happy, Madam Chair, to accept all three of the committee amendments suggested in this analysis, and members, while it's hard to predict with absolute certainty, to what extent SB 345 will boost license sales, what we do know is that the status quo absolutely is not working.
41	McGuire	Mike	93	zWP9Ch_UvEs	1139	1157	In San Francisco like in Sonoma County, we shouldn't be forced to negotiate or in the case of Malibu, use a subpoena in a two year court fight to have big corporations simply follow local laws. Furthermore, all this bill does is ensure that those who wish to rent their properties can do so legally.
42	Leno	Mark	60	1XQMI2ofb7Y	1391	1406	We'll work through probably a couple dozen subcommittee hearings over the next couple of months so that we can a full budget committee craft a bipartisan budget to get to the conference committee by beginning of June.
43	Wieckowski	Bob	55	8y2PS2BPMgc	413	425	Cuz I see that we're going from 25,000 to 23,000 in the language and I thought that the fuel may be the difference, or that maybe the equipment that was not in that was-
44	Quirk	Bill	23	C3fC_QKuL0U	304	318	I'm hoping to learn a lot today and again, I wanna thank Chair Cooper for bringing this forward and as Chair of the Public Safety Committee, I will be listening very carefully to this to look at legislation in the future. Thank you.
45	Hertzberg	Robert	99	phnFAAdDWJg	1190	1204	Real quickly before we go to Nancy. Could we introduce a bill now to start the JPA process for purposes of capturing that pipe that Chairwoman Pavley talked about? Can we starting working on that now to get ahead of it? Because the world's going to change.
46	Liu	Carol	63	t4_AyYAahhk	547	571	But I am concerned about what I think this bill focuses on is inputs rather than outcomes for students. And I think we've worked really hard with student success task force to develop recommendations aimed at improving the outcomes for students, not so worried about faculty.
47	Hertzberg	Robert	99	2QITrr6350o	1353	1360	So if you're going to leave, you've already paid that portion of rent, right? That goes to the point, so you pay in advance on rent, you never pay in arrears.
48	Jackson	Hannah-Beth	100	_0FvACJKmKc	742	753	We want to get this resolved. We have an opportunity to have this heard in January and to put an urgency on the bill so that it will become effective immediately.
49	Ting	Philip	30	jHspOFmZl3U	967	993	All right, I guess, given all our efforts at really trying to increase in-state enrollment, can you talk to us why. Given all our efforts to really up in-state enrollment, I'm a little bit surprised to see nonresident enrollment actually going up. I would have thought it at least would have been flat this year. So if you could help us understand why it's going up, we've been really working very hard to try to keep it at the same level it was previous years.
50	De Leon	Kevin	102	wxAms1gWFJA	2360	2376	And quite frankly and I've said this before and I'll say it again. I think if Howard Jarvis had to drive today in LA County roads. I think Howard Jarvis would be leading the fight to pass this measure before the voters, you know. I think that's what Howard Jarvis would do, you know.
51	Mullin	Kevin	31	LW2wm2tITKQ	1534	1550	To do this, AB 464 lifts the cap on district taxes from 2% to 3%. Any local tax increase would require voter approval, a majority vote for general purpose taxes and a two-thirds vote for any taxes that would go to special purposes.
52	Hertzberg	Robert	99	GL6n7Ol5uP8	702	720	What's really happened? How many people have come back? No one's coming back, because the market works in a lot of ways. We have resource adequacy to make sure there's level of protections. We have the investor owned utilities, despite what they told you today. I have a letter in the file that said they don't have an objection to the numbers and what happened.
53	Moorlach	John	4657	07ilphfHuEw	867	887	Mirror bills. Ok, since I'm up. Colleagues, first of all I'd like to say thanks, I've had a great six months and just want to thank everybody for the opportunity to serve with you. It's been a real pleasure. I spent eight years as a supervisor so I've done on negotiations of contracts with employees.
54	Allen	Benjamin	70	0J9n2c3eCds	1429	1451	I think a lot of folks are concerned about the collective impact of all of the pumping and how that's going to impact a lot of people so I think that's probably the crux of the challenge here. Mr. Woodley you brought up the agencies and that I think maybe is one of the strongest arguments you have for the bill
55	Pavley	Fran	104	45ZR2HT6sPs	355	371	The answer to any of those questions was we don't know, we don't keep records. So that was the original beginning of this before. And part of this before, and I worked very collaboratively with the oil companies. I'm sure they would state that.
56	Wieckowski	Bob	55	1-lHMg2FsZ4	14	38	This is a jobs bill to ensure that single taxation of new vehicles sold in California to out of state purchasers. I've, want to thank the committee for their work on the analysis. I want to address the point that was, raised in the analysis. I will be, with the Chair's agreement, I'll be taking an amendment to address this, risk of tax, evasion.
57	Gomez	Jimmy	80	QXW5aikdMmE	83	108	Those were the monsters. Those are the big ones. Resources and utilities. AB 33, Quirk, climate change, Advisor Council, do pass with amendments to rename and establish the Advisor Council at the Energy Commission and modify the duties of the Energy Commission. Republicans not voting.
58	Glazer	Steve	10481	4lx0MqjDD6Q	1577	1605	Assemblyman, I think that you could probably look to many people who have committed great horrors in the world. And find some examples where you might say they were a good family man. They took care of their staff in a kind way. They were generous to charity. And so, in each of these cases I think we have to understand the magnitude of what we're analyzing and examining.
59	Jackson	Hannah-Beth	100	cXnV6IOLWSg	1222	1264	Thank you Madame President and colleagues on behalf of the new father whose wife had their first baby this morning. Das Williams asked that I present this bill on his behalf.  Beautiful little baby girl born this morning on the day she was due. This is extraordinary. I think that's last time she'll pay attention to what any grown-up has to say if she's like her dad. So here we go. This is a district bill.
60	Obernolte	Jay	86	GxQLQjba08A	1026	1041	Okay, I'm not trying to be critical of your efforts, but I'm just wondering where the disconnect is. Is it that you did not understand that to be part of a zero based budget when you set out to create the report? Is that the reason why that information wasn't there?
61	Hertzberg	Robert	99	k4GcCA0Jbo4	228	237	We're just simply taking out the sunset out of that to continue to allow a body to advocate for, the taxpayers. We have the franchise tax board here, ask for an aye vote.
62	Grove	Shannon	77	DrSDPcgi_-A	1157	1183	So if somebody applies for 7,500 slots, or multiple people apply, that slot is funded for what period of time? - For one year - For that 7,500 slots that were funded, or in this case 10,000, I'd like you to use the one that was actually funded the 10,000. What was the cost of funding those 10,000 slots? Does anybody have that?
63	Wood	Jim	72	81AHHgExKGE	1970	2000	Yes, thank you. And I met with the author yesterday. We had some discussions, and I will tell you, I'm a bit conflicted. Partnership Health is the plan that administers in every county that I represent and it's very rare that I've heard in the past of a managed healthcare plan for MediCal that actually works really, really well, and it does. So, I am conflicted when I hear from them that this will incur additional costs to them and beyond.
64	Wieckowski	Bob	55	ZMZhi0vPE74	1114	1133	So I don't know what other non-gold, non-mercury elements that may be in here that may raise the concern of the state Water Board that you'd want to be consistent, but it seems like it's an exact prohibition if you find any destruction.
65	Bonta	Rob	85	Di5WyuYmeiA	257	271	All the health committee members should have those in front of you. I'm just going to walk through each one quickly and I'm going to need tp ask a clarifying question of the author on one of the amendments to make sure we are on the same page. Let me just go through those.
66	Thurmond	Tony	4	DrSDPcgi_-A	1351	1386	That's Assembly Member Chiu's city alone, right? That's San Francisco spots for one city if that's the best we can do. So since it's a tough question, we'll let you think about it, ruminate on it I am going to come back to Miss Ramos and ask for you to clarify for me. When you talked about when, we couldn't fill 7,400 slots. Whats behind that? Whats the challenge here? I would think that the demand would be so great that would be able to fill those full time slots and then some. I understand, some families may want part time slots, I get that.
67	Bates	Pat	58	2Dc5I9_7zFA	2037	2049	And so I think, having something that's cookie cutter for every community just doesn't cut it. It really needs to have more specificity in terms of what the population is.
68	Alejo	Luis	9	uR7IVED3sSY	1010	1021	From the adoption of the CVRA, it has resulted in the opportunity for school districts, community college districts, and cities to move to district based elections. Although moving to district-based elections has benefited many communities, there are still some committees that have been subject to poorly drawn districts.
69	Hernandez	Ed	103	8_WRsqziEsc	1709	1730	in California, have with dental, and that was comparing Texas at 63% with the utilization rate. Is the department planning, which it's obviously required to, to annually review the reimbursement levels for physician and dental services? Are you planning on doing those reviews, and when?
70	Bloom	Richard	2	FUMnQyMymrQ	1408	1425	The statement that you made about 43%. A pass/fail rate being consistent with where we are in the past. Do we ever compare ourselves to other states and take note of what their practices are? Just generally, not specifically to AB60.
71	Hernandez	Ed	103	UmXyuczgH_s	1206	1226	Yeah, and I'm just trying to figure, I know the mix, the percentage was based on other states, I believe, but I'm just wondering if that's enough, and I'm not suggesting the change, but if that's enough incentive to get the patient to actually come in and more importantly get the vaccination.
72	Irwin	Jacqui	16	G0q0929_P6I	196	211	Due to the nature of this issue we are only as strong as our weakest link. Our smallest or most outdated computer networks have access to vital stores of data and critical networks that provide services to Californians.
73	Bloom	Richard	2	QruWeQOWjh0	534	560	Just a, a quick comment. I, I'm gonna say off of the bill today. I think that, you know, the, the price tag in an era of constrained resources is pretty high. But, I'd be a lot more inclined to support something like this, if I knew that the industry in California, that this's gonna to benefit I would say chiefly, our booming tech sector.
74	Weber	Shirley	44	0sKrxcyZVQA	1840	1859	Yes we have reached a compromise for tradeable language for the CAP HP body camera pilot program that would be one million dollars with budget bill language that would be contingent upon the fact If they come back with their plan or proposal as to how they would utilize one million.
75	Jackson	Hannah-Beth	100	gZ0_qo7XpYk	2324	2353	So that we are-- we're going to give them the flexibility necessary to make sure that California meets its climate goals while keeping the lights on. That's what the other mandate is. We don't want to squeeze anybody. We want to be able to balance the latest technologies with what it's going to take to keep these plants going while we integrate more and more renewable energy which we all know is somewhat less reliable.
76	Bonilla	Susan	3	ASNmI2rHU9I	880	907	I, I guess I'm trying to get to the, the usefulness of, of data. And I, understand, I think the certain note where it testified about, SEC filings. What is the difference between that information and the information that you're asking for beyond the fact that I guess you want a breakdown by drug?
77	Wood	Jim	72	iF8zLPAheNg	339	359	AB243 provides protections for the environment from illegal cultivation activities and served as the funding vehicle for the entire medical cannabis regulatory structure. Environmental protections include making the watershed enforcement team a pilot project created by Governor Brown in 2014 permanent and state-wide
78	Olsen	Kristin	15	G4RiUnTMom4	965	979	We felt it was appropriate based on the fact that we're not the experts in the education field, to defer the specifics of that development process to the State Board.
79	Pan	Richard	96	fNOTPzEYh_E	1547	1563	None of us can do that. But, I think that's what we need to see so that as I said, walking eyes wide open and also that way, there's no surprises. If we walk in and we have another slow down economy, and CSU comes back and says, hey, we're a little short, the issue is that building.
80	Leno	Mark	60	hSwKpjUIVVQ	1678	1693	And we did fund 500,000 in the 13 budget but they're at the end of their rope right now. And I don't know that we have a collective decision that were going to see, we want to see the commission on the status of women's sunset.
81	Wieckowski	Bob	55	en7JgK3RrhY	878	890	So that the workers in the valley or in Los Angeles can interconnect with the existing systems that we have, and I just, I know that there's, I know of prescriptions I wanted you to-
82	Block	Marty	59	Q1vYBQdDLNc	525	539	An amazing move and amazing change and Cindy has handled the change with incredible grace and skill so that she is now considered truly a model Superintendent here in California and throughout the country.
83	Hancock	Loni	98	uM-vqP4Hv8s	1388	1401	But I do want to clarify the Yo-Yo Ma issue if we can call it that. Because my reading of the bill was that it deals with contracted services.
84	Mitchell	Holly	64	rD0VjcELenc	953	968	Thank you very much, Mr. Secretary. Aye's - 36, no's - 0, the appointees are confirmed. Moving on to unfinished business, file item number 10, SCR 16. Mr. Secretary, please read.
85	Gray	Adam	27	8w4HbL8_L_s	295	315	More recently the Obama administration has put $5 million forward for the western state system. Could you both identify for the Committee how the California system is different than the overall system and how the funding needs correlate between the systems?
86	Wood	Jim	72	eOaXlPRJTVY	1426	1445	I was a little concerned, when I heard that, and this would be, trust me, as a former provider a shock of, a real shock to find out that I thought I was a provider in a network only to find out that I wasn't at some point. That is pretty disturbing and I could see that we might have some challenges around that.
87	De Leon	Kevin	102	8L1SsBHKNBQ	1423	1437	Okay. File item number four passes in a 5-0 vote. We'll go to floor acknowledgments on number 5 through number 11. Can we get a motion? Motion made by Ms. Leyva. Secretary please call the roll.
88	Liu	Carol	63	Ir2eiizDgdE	141	153	And tobacco free school district policy often gives school employees the added motivation needed to cut down tobacco use or quit altogether. And I ask for your aye vote.
89	Anderson	Joel	57	zO-5FwV_Tmk	1124	1137	Because what it does is it devalues what the tax is for, and then people can play these shell games, which ultimate leading to them being used as political pawns. They should be in the budget. They deserve to be in the budget.
90	Roth	Richard	106	0HDXR-Yl1D8	1213	1237	effort and money to educating and training business operators and providing ADA access specialists to help ensure access for all. In fact, I submit that if you ask a small business operator who received a building inspector's permit to operate today if he or she was good to go with regard to ADA access issues, he or she would probably say, of course.
91	Leyva	Connie	62	__RebzhDkwE	823	837	So I thank you for this very thorough packet. I appreciate it. I do understand there will be a cost involved but what is the cost if we do nothing for the students who go to school there and for those who, I wish you could have heard the young man. He was very eloquent.
92	Chiu	David	7	tr961U921gU	1621	1634	And that in so many parts of the state, so many parts of the state, there are millions of Californians that are struggling to make ends meet to be able to afford some of the most expensive housing in the country.
93	Williams	Das	12	n5MXFS_19l0	35	54	Instead, it is the intent of the legislature that the standards of discipline adopted and implemented by institutions be fair, objective, consistent and for the most egregious violations of the institution's sexual assault policies include a minimum of two years suspension up to a maximum of expulsion.
94	Quirk	Bill	23	Ikum-UrpZGs	1071	1082	All right, so, it's the newer models that are on the bottom here that have the least - If you look at the top, it includes all of them.
95	Medina	Jose	81	kp1XUyhSwnM	276	293	So, if they're... you have the county, school district, and community college all being involved... How do we get to the decision of which of those three entities becomes the fiscal administrator for the money?
96	Wood	Jim	72	-R4HGT4UbOs	2264	2285	I know the fish hatchery at Warm Springs Dam, the highway 101, that bypass overpass in Rohnert Park, the Crescent City Air Terminal, the 17 mile highway 101 bypass around Redwood National Park, but his fondest accomplishment was in establishing the Lady Bird Johnson Grove in the towering Redwood National Park.
97	Mendoza	Tony	52	ewcXToh_gOY	62	85	We also have added some mock, some mock up language, some actually some amendments, to, to be used in purposes pursuant in Section 8C of the California Constitution where we are looking to define a mechanism by which a second week of sales of fireworks can be responsibly implemented instead of just implemented, right.
98	McGuire	Mike	93	Iras-GLDTWk	2005	2021	SB 685 is a bipartisan proposal that will help veteran service organizations close the gap of services between the Department of Veteran Affairs programs and veterans, and tackle desperately needed deferred maintenance on veteran halls across California.
99	Atkins	Toni	110	8g5e-OGL0_Y	1185	1206	Thank you. "In the long adventure of their lives together, Erna and Andrew were terrific partners. Curious, generous, thoughtful, and creative in everything they did. Erna brightened every encounter and enriched every conversation. It was a delight to know her." Indeed it was. Our sympathies are with her family, the community of San
100	Jackson	Hannah-Beth	100	gZ0_qo7XpYk	454	472	In fact today, I think he ramped it up even higher than what he had previously. This measure SB 180 will help accomplish this goal by creating new emissions performance standards that limit the amount of carbon dioxide power plants may emit.
101	Leno	Mark	60	-8HmkVu5hs8	1735	1751	Do you believe that there's any way the wording could be massaged that might provide greater allowance within your concern for public safety for physicians to write that exemption?
102	Wieckowski	Bob	55	hOXjsAX0HBg	2217	2275	So I look forward to our next oversight hearing with the department. And now, I will convene the legislative hearing. And I thank you for appearing. This is part of our special order of the business. And we will hear SB 654 by Senator de Leon and SB 673 by Senator Lara. As I understand, Senator de Leon is unable to attend today's hearing. I did receive a copy of the Governor's press statement on Climate Adaptation which is timely. So, we'll hear Senator Lara will be presenting Senator de Leon's bill. We will proceed as a subcommittee as its-- have we have only two members. I'd like to welcome you Senator Lara. If you could start with your bill first--
103	Thurmond	Tony	4	2cybSlRCgP0	1178	1188	Thank you, a quick question for the author. How many agencies in the community have been identified that will be able to provide the need to those served at Sonoma in 2018.
104	Bloom	Richard	2	t0t13B_zyEs	1195	1221	My staff and sponsors I want to point out; are working very closely with industry and opposition as we did for much of the last year, and we believe that we've, I should say it appears is, we've reach consensus with all parties in terms of intention, and we've got an in-person meeting planned next week to discuss amendments.
105	Bonta	Rob	85	37JGlYuk31E	743	754	I don't want to take risks that might endanger my children. By the same token, I don't want my children exposed to unnecessary risk in the community. This is fundamentally a bill about public health.
106	Wood	Jim	72	jKVkIx_af_k	1673	1688	Comments I heard in governance and finance last week from patient advocates I'd like to address in advance, as I expect them to come up again. The bill, is the question or the comment was, the bill is more focused on outdoor growers and does not address indoor cultivation.
107	Ridley-Thomas	Sebastian	67	akOKQetVqu4	493	510	So, is there any possibility that gradual-- because of how low it is now, where if you start lower, then it does not grow at the same rate when they get to the, as voters mature?
108	Hernandez	Ed	103	WJQRNP9q0xQ	355	369	So, this bill is to allow the sanitation district to work with the cities to address the MS4 permit. Now, we did have some opposition and my commitment to the opposition was to, alleviate their concerns and we had some amendments.
109	Gonzalez	Lorena	53	BISvC49mosc	1618	1639	then get 3 paid sick days, because that was not the vision of this bill. And so quite frankly, I'm sorry that the Chamber seems to want to renegotiate a deal, we've renegotiated with them, we've negotiated the entire time with them, quite frankly. We negotiated with them last year to get the job killer label off, and every time they come back, they want to rewrite the rules.
110	McGuire	Mike	93	Pvh7fZV71H4	702	722	But, what we know is that every penny that we invest in these small commercial hub airports benefit your San Fransisco's, your San Jose's, your Sacramento's, and your LAX's because what that means is that you're actually gonna able to have additional aircraft coming from markets that aren't currently serving those larger hub airports.
111	Pavley	Fran	104	wPtjftt3FVU	414	428	It'll be in three volumes. They've completed Volume 1. I'm very interested in Volume 2 particularly, and perhaps Volume 3, that are supposed to be completed by also July 1, 2015.
112	Mitchell	Holly	64	lZ5SEmNPh-U	0	22	We'll move on to...thank you. Thank you very much. Item 4265 under the Department of Public Health. Got quite a few issues that we'll be hearing, one of which will require a vote, members. We'll start with the overview. Page 20 in the agenda.
113	Nazarian	Adrin	36	PeQL6v-QN50	1297	1314	Persia, has sustained and years later ...still recognized? Last year we celebrated notice for the first-time ...the call-in the Legislature in our house here and tis today marks the second annual year.
114	Chiu	David	7	skOoMkG_5XA	833	849	And, and I'm concerned that we are going to see rising premium rates, because we can't tackle the cost of high cost specialty drugs. So from my perspective, and I just want to say to colleagues, I think we're going to need to have a number of solutions to address this short-term and long-term and I do hope that we will all be able to work together to make that happen.
115	Patterson	Jim	119	ZHlQISHQoPg	691	707	There is a common thread that I hear from my district and up and down the state from Hispanic Chambers of Commerce and from others. We heard it from the Asian Pacific Chamber of Commerce. These are small minority-owned businesses. We say we wanna care about the people that we say we care about.
116	Wolk	Lois	94	cRT-vVNBfAE	119	147	That will be a key part of this budget and is really something to be very pleased about in terms of being in the middle of the drought. And which may continue, and lots of these projects that your local communities are ready to move forward to increase the savings of water and the more efficient use of water.
117	Leno	Mark	60	9_Ipr5dyo2o	317	338	It allows for the potential expenditure of hundreds of millions of bond proceeds for low and moderate income housing purposes, as well as other governmental purpose redevelopment projects. It facilitates the repayment of loans and other obligations by removing tax increment caps and time limit and funding limitations.
118	Hill	Jerry	66	KFPGF5cSaEI	534	547	the professional manner that they have, regardless of what we do it's not going to work. So I think that's where, at the end of the day those appointments and how that plays into it will be most critical but
119	Pan	Richard	96	BDjsPtF4Upk	882	894	And so, there's a lot of things that still need to be thought out about this bill, and we need to solve this problem. This is a very real problem. We need to solve it, but unfortunately this is not the appropriate solution at this and there's more work that needs to be done.
120	Pan	Richard	96	BDjsPtF4Upk	737	755	We still, I think that it should be a two-year bill, I think there's still time for people to work things out. We need to solve the problem, I've committed to the author that I want to work with him to resolve these issues. But, unfortunately at the nature of the bill as is right now, it's going to cause problems.
121	Hernandez	Roger	37	mRtWZWKaAFE	907	921	This is a requirement already in place for all the other paid-to-drive people in California requirement. Why are we cutting corners with people that have cool apps? Like, is it because it's hip? I mean so, for the author, would you
122	Quirk	Bill	23	UdyJhNk-vh8	1031	1059	And the governor expressed that we have to make sure law enforcement can use this as appropriate to make sure we prevent crime, and I am now working very hard with the sheriffs, and we'll work with the police chiefs as well, and see what we can do on that. So, with that, thank you very much and I respectfully request your aye vote.
